rank,Name,Img,Page_link,Genres,Percentage,Users,row format,episodes,date,status,Action,Adventure,Drama,Fantasy,Mystery,Slice of Life,Comedy,Sci-Fi,Psychological,Thriller,Romance,Supernatural,Sports,Ecchi,Mecha,Horror,Music,Mahou Shoujo
511,Kuroko no Basket: Saikou no Present Desu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21235-LhjAuBwNBNGQ.jpg,https://anilist.co/anime/21235/Kuroko-no-Basket-Saikou-no-Present-Desu/,"['Comedy', 'Sports']",77,6531,Special,1,Fall 2015,Finished,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
512,Yuru Yuri Nachuyachumi!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20625-dm9pmEqlyY5T.png,https://anilist.co/anime/20625/Yuru-Yuri-Nachuyachumi/,"['Comedy', 'Slice of Life']",77,11983,OVA,1,Winter 2015,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
513,Usagi Drop Specials,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/11113.jpg,https://anilist.co/anime/11113/Usagi-Drop-Specials/,['Slice of Life'],77,9251,Special,4,Fall 2011,Finished,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
514,Hagane no Renkinjutsushi: Fullmetal Alchemist Specials,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/6421.jpg,https://anilist.co/anime/6421/Hagane-no-Renkinjutsushi-Fullmetal-Alchemist-Specials/,"['Adventure', 'Drama', 'Fantasy']",77,13565,OVA,4,Summer 2009,Finished,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Tsumiki no Ie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx5365-kUWu68IfUZ97.jpg,https://anilist.co/anime/5365/Tsumiki-no-Ie/,['Drama'],77,11380,Movie,12,Summer 2008,Finished,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Clannad: Mou Hitotsu no Sekai - Tomoyo-hen,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b4059-mrA0Wky7bTgz.jpg,https://anilist.co/anime/4059/Clannad-Mou-Hitotsu-no-Sekai--Tomoyohen/,"['Drama', 'Romance', 'Slice of Life']",77,30390,OVA,1,Summer 2008,Finished,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
517,Meitantei Conan: Tantei-tachi no Requiem,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1506.jpg,https://anilist.co/anime/1506/Meitantei-Conan-Tanteitachi-no-Requiem/,['Mystery'],77,4669,Movie,1,Spring 2006,Finished,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Dragon Ball,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx223-Ld6vrSnd081L.png,https://anilist.co/anime/223/Dragon-Ball/,"['Action', 'Adventure', 'Comedy', 'Fantasy']",77,68800,TV Show,153,1986 - 1989,Finished,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
519,Digimon Adventure: Last Evolution Kizuna,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx108260-2TAbERdThOZR.png,https://anilist.co/anime/108260/Digimon-Adventure-Last-Evolution-Kizuna/,"['Action', 'Adventure', 'Fantasy']",77,3628,Movie,1,Spring 2020,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Yuri!!! on Ice Special,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102167-Pw1emJfPpOj3.jpg,https://anilist.co/anime/102167/Yuri-on-Ice-Special/,"['Music', 'Sports']",77,8463,Special,1,Spring 2017,Finished,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
521,Boku no Hero Academia the Movie: Futari no Hero,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100723-rrwRMwyc0lQ1.jpg,https://anilist.co/anime/100723/Boku-no-Hero-Academia-the-Movie-Futari-no-Hero/,"['Action', 'Comedy', 'Drama', 'Sci-Fi']",77,69125,Movie,1,Summer 2018,Finished,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
522,Nanatsu no Taizai: Imashime no Fukkatsu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx99539-caPX28RSsgRP.jpg,https://anilist.co/anime/99539/Nanatsu-no-Taizai-Imashime-no-Fukkatsu/,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']",77,100002,TV Show,24,Winter 2018,Finished,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
523,NEW GAME!!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx98292-MjBqoQt8fjzF.png,https://anilist.co/anime/98292/NEW-GAME/,"['Comedy', 'Slice of Life']",77,36709,TV Show,12,Summer 2017,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
524,Thunderbolt Fantasy: Touriken Yuuki,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx98143-PW8iwqFlNS4M.jpg,https://anilist.co/anime/98143/Thunderbolt-Fantasy-Touriken-Yuuki/,"['Action', 'Drama', 'Fantasy']",77,1783,TV Show,13,Summer 2016,Finished,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Meitantei Conan: Junkoku no Nightmare,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b21470-pwVGqO8K536I.jpg,https://anilist.co/anime/21470/Meitantei-Conan-Junkoku-no-Nightmare/,"['Action', 'Mystery']",77,3562,Movie,1,Spring 2016,Finished,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
526,Seitokai Yakuindomo＊ OVA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20826.jpg,https://anilist.co/anime/20826/Seitokai-Yakuindomo-OVA/,"['Comedy', 'Slice of Life']",77,10444,OVA,10,2014 - 2020,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
527,Yuru Yuri♪♪,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx12403-sAG2FsLFX8bH.jpg,https://anilist.co/anime/12403/Yuru-Yuri/,"['Comedy', 'Slice of Life']",77,25025,TV Show,12,Summer 2012,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
528,Kimi to Boku. 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx11739-k9NkeTvzdwMD.png,https://anilist.co/anime/11739/Kimi-to-Boku-2/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",77,8479,TV Show,13,Spring 2012,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
529,xxxHOLiC Shunmuki,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/4918.jpg,https://anilist.co/anime/4918/xxxHOLiC-Shunmuki/,"['Comedy', 'Drama', 'Mystery', 'Psychological', 'Supernatural']",77,5818,OVA,2,Winter 2009,Finished,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
530,Zoku Sayonara Zetsubou Sensei,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3228-6Oo8fgfTlFm2.jpg,https://anilist.co/anime/3228/Zoku-Sayonara-Zetsubou-Sensei/,['Comedy'],77,15324,TV Show,13,Winter 2008,Finished,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
531,Shokugeki no Souma: Shin no Sara,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx109963-t8E9axH0Dvrn.jpg,https://anilist.co/anime/109963/Shokugeki-no-Souma-Shin-no-Sara/,"['Action', 'Comedy', 'Ecchi']",77,53581,TV Show,12,Fall 2019,Finished,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
532,Megalo Box,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx100298-d6y12PJuzoO0.jpg,https://anilist.co/anime/100298/Megalo-Box/,"['Action', 'Drama', 'Sci-Fi', 'Sports']",77,51945,TV Show,13,Spring 2018,Finished,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
533,Ushio to Tora 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21241-Avzz7tcb0yTy.jpg,https://anilist.co/anime/21241/Ushio-to-Tora-2/,['Supernatural'],77,11896,TV Show,13,Spring 2016,Finished,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
534,Gochuumon wa Usagi Desu ka??,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21034-PgPlR55DktTJ.jpg,https://anilist.co/anime/21034/Gochuumon-wa-Usagi-Desu-ka/,"['Comedy', 'Slice of Life']",77,19184,TV Show,12,Fall 2015,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
535,Ore Monogatari!!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20946-qklyd4Pg0uzi.png,https://anilist.co/anime/20946/Ore-Monogatari/,"['Comedy', 'Romance']",77,54060,TV Show,24,Spring 2015,Finished,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
536,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx15039-FDT7nClRVzEf.jpg,https://anilist.co/anime/15039/Ano-Hi-Mita-Hana-no-Namae-wo-Bokutachi-wa-Mada-Shiranai-Movie/,"['Drama', 'Romance', 'Slice of Life', 'Supernatural']",77,30283,Movie,1,Summer 2013,Finished,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
537,Little Witch Academia,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx14349-zvSfbgjZr4LW.jpg,https://anilist.co/anime/14349/Little-Witch-Academia/,"['Adventure', 'Comedy', 'Fantasy']",77,47934,Movie,26,Winter 2013,Finished,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
538,Lovely★Complex,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2034-to85QywohtUL.png,https://anilist.co/anime/2034/LovelyComplex/,"['Comedy', 'Romance', 'Slice of Life']",77,39225,TV Show,24,Spring 2007,Finished,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
539,Touch,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/1065.jpg,https://anilist.co/anime/1065/Touch/,"['Drama', 'Romance', 'Slice of Life', 'Sports']",77,4642,TV Show,101,1985 - 1987,Finished,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
540,Meitantei Conan: Seikimatsu no Majutsushi,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b781-8DYtzZ19pTGl.jpg,https://anilist.co/anime/781/Meitantei-Conan-Seikimatsu-no-Majutsushi/,"['Adventure', 'Mystery']",77,5685,Movie,1,Spring 1999,Finished,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Initial D Third Stage,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx187-QyCAlBGY3EWw.jpg,https://anilist.co/anime/187/Initial-D-Third-Stage/,"['Action', 'Drama', 'Romance', 'Sports']",77,14177,Movie,1,Winter 2001,Finished,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
542,Kidou Senshi Gundam: Dai 08 MS Shotai,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx81-qBgqd932d9lW.jpg,https://anilist.co/anime/81/Kidou-Senshi-Gundam-Dai-08-MS-Shotai/,"['Adventure', 'Drama', 'Mecha', 'Romance', 'Sci-Fi']",77,8683,OVA,12,1996 - 1999,Finished,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
543,Full Metal Panic! The Second Raid,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx73-t64LZHOoBD9m.png,https://anilist.co/anime/73/Full-Metal-Panic-The-Second-Raid/,"['Action', 'Mecha', 'Sci-Fi']",77,20492,TV Show,13,Summer 2005,Finished,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
544,Hachimitsu to Clover,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx16-5fJZ2Sy2ThRA.jpg,https://anilist.co/anime/16/Hachimitsu-to-Clover/,"['Comedy', 'Drama', 'Romance', 'Slice of Life']",77,25427,TV Show,24,Spring 2005,Finished,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
545,Tonikaku Kawaii,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b116267-JArFvMYRdnbd.jpg,https://anilist.co/anime/116267/Tonikaku-Kawaii/,"['Comedy', 'Romance', 'Sci-Fi', 'Slice of Life']",77,37315,TV Show,12,Airing,Ep 8 airing in 2 days,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
546,Aggressive Retsuko Season 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx105200-j3TXGTaDz8Q9.png,https://anilist.co/anime/105200/Aggressive-Retsuko-Season-2/,"['Comedy', 'Music', 'Slice of Life']",77,11980,ONA,10,Spring 2019,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
547,Gintama: Jump Festa 2014 Special,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20882.jpg,https://anilist.co/anime/20882/Gintama-Jump-Festa-2014-Special/,"['Action', 'Comedy', 'Sci-Fi']",77,4383,Special,1,Fall 2014,Finished,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
548,Yowamushi Pedal,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx18179-IVG3RMuEgHsQ.png,https://anilist.co/anime/18179/Yowamushi-Pedal/,"['Comedy', 'Drama', 'Sports']",77,23132,TV Show,38,Fall 2013,Finished,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
549,Death Billiards,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx14353-aV7ePEFdUQ52.png,https://anilist.co/anime/14353/Death-Billiards/,"['Drama', 'Mystery', 'Psychological', 'Thriller']",77,29559,Movie,25,Winter 2013,Finished,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
550,Working'!!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10521-dx9L5dLNJXun.jpg,https://anilist.co/anime/10521/Working/,"['Comedy', 'Slice of Life']",77,28699,TV Show,13,Fall 2011,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
551,Nurarihyon no Mago: Sennen Makyou,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx10049-Plf9sTuf1fvc.jpg,https://anilist.co/anime/10049/Nurarihyon-no-Mago-Sennen-Makyou/,"['Action', 'Supernatural']",77,12526,TV Show,24,Summer 2011,Finished,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
552,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b9130-aF08C7jw8hnj.png,https://anilist.co/anime/9130/Saint-Seiya-The-Lost-Canvas--Meiou-Shinwa-2/,"['Action', 'Adventure', 'Supernatural']",77,5793,OVA,13,Winter 2011,Finished,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
553,Karigurashi no Arrietty,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7711-IDDzqp6d3tQz.jpg,https://anilist.co/anime/7711/Karigurashi-no-Arrietty/,"['Adventure', 'Drama', 'Fantasy']",77,28937,Movie,1,Summer 2010,Finished,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Darker than BLACK: Kuro no Keiyakusha Gaiden,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7338-c6Uq5DmlEPVs.png,https://anilist.co/anime/7338/Darker-than-BLACK-Kuro-no-Keiyakusha-Gaiden/,"['Action', 'Mystery', 'Sci-Fi']",77,22102,Special,4,Winter 2010,Finished,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
555,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx658-ZFtXstTRDmwr.png,https://anilist.co/anime/658/Touhai-Densetsu-Akagi-Yami-ni-Maiorita-Tensai/,"['Psychological', 'Sports', 'Thriller']",77,12222,TV Show,26,Fall 2005,Finished,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
556,Akage no Anne,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx283-SfZh7XERqZjy.png,https://anilist.co/anime/283/Akage-no-Anne/,"['Drama', 'Slice of Life']",77,4713,TV Show,50,Winter 1979,Finished,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
557,Golden Boy,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx268-O1hqy3Uea1ns.png,https://anilist.co/anime/268/Golden-Boy/,"['Adventure', 'Comedy', 'Ecchi']",77,28568,OVA,6,Fall 1995,Finished,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
558,Ginga Eiyuu Densetsu -Die Neue These- Seiran 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx100781-OTQRO8dVTTlQ.png,https://anilist.co/anime/100781/Ginga-Eiyuu-Densetsu-Die-Neue-These-Seiran-2/,"['Action', 'Drama', 'Sci-Fi']",77,2964,Movie,1,Fall 2019,Finished,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
559,Grisaia no Meikyuu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21005-XM9fdXguR1CO.jpg,https://anilist.co/anime/21005/Grisaia-no-Meikyuu/,"['Drama', 'Romance']",77,25946,Special,1,Spring 2015,Finished,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
560,Plastic Memories,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20872-j5PBzzVtrYDM.jpg,https://anilist.co/anime/20872/Plastic-Memories/,"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Slice of Life']",77,84952,TV Show,13,Spring 2015,Finished,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
561,Gintama: Shinyaku Benizakura-hen Special,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9735.jpg,https://anilist.co/anime/9735/Gintama-Shinyaku-Benizakurahen-Special/,"['Action', 'Comedy', 'Sci-Fi']",77,3755,Special,1,Winter 2010,Finished,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
562,Hidamari Sketch x ☆☆☆ Specials,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/9563.jpg,https://anilist.co/anime/9563/Hidamari-Sketch-x--Specials/,"['Comedy', 'Slice of Life']",77,3092,Special,2,Fall 2010,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
563,Zan Sayonara Zetsubou Sensei,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx6377-8vPK06dctsul.jpg,https://anilist.co/anime/6377/Zan-Sayonara-Zetsubou-Sensei/,['Comedy'],77,12572,TV Show,13,Summer 2009,Finished,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
564,Trigun: Badlands Rumble,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx4106-hkczeGBjOzI6.jpg,https://anilist.co/anime/4106/Trigun-Badlands-Rumble/,"['Action', 'Comedy']",77,11929,Movie,1,Spring 2010,Finished,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
565,Detroit Metal City,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx3702-TCo0UYxWQzYj.jpg,https://anilist.co/anime/3702/Detroit-Metal-City/,"['Comedy', 'Music']",77,18915,OVA,12,Summer 2008,Finished,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
566,City Hunter 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx1471-fGdrcINlEmwT.jpg,https://anilist.co/anime/1471/City-Hunter-2/,"['Comedy', 'Mystery']",77,2510,TV Show,63,Spring 1988,Finished,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
567,Meitantei Conan: Hitomi no Naka no Ansatsusha,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b1363-hxnw2eaaPdm9.jpg,https://anilist.co/anime/1363/Meitantei-Conan-Hitomi-no-Naka-no-Ansatsusha/,"['Adventure', 'Drama', 'Mystery']",77,5332,Movie,1,Spring 2000,Finished,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Juuni Kokuki,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx153-pLhZPQCYk7hl.png,https://anilist.co/anime/153/Juuni-Kokuki/,"['Action', 'Adventure', 'Fantasy', 'Supernatural']",77,13461,TV Show,45,Spring 2002,Finished,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
569,Carole & Tuesday,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx101281-s1UoXUaYXhxn.jpg,https://anilist.co/anime/101281/Carole--Tuesday/,"['Drama', 'Music', 'Sci-Fi']",77,41893,TV Show,24,Spring 2019,Finished,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
570,Overlord,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx20832-Kz7PMdGT0JI6.jpg,https://anilist.co/anime/20832/Overlord/,"['Action', 'Adventure', 'Fantasy']",77,118422,TV Show,13,Summer 2015,Finished,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,High Score Girl,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20574-cUPxastH5vAm.jpg,https://anilist.co/anime/20574/High-Score-Girl/,"['Comedy', 'Drama', 'Romance']",77,27828,TV Show,12,Summer 2018,Finished,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
572,Kamisama Hajimemashita OVA,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/18661.jpg,https://anilist.co/anime/18661/Kamisama-Hajimemashita-OVA/,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",77,8558,OVA,2,Summer 2013,Finished,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
573,Zetsuen no Tempest,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx14075-EIJcGXq5hd9O.jpg,https://anilist.co/anime/14075/Zetsuen-no-Tempest/,"['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance']",77,51371,TV Show,24,Fall 2012,Finished,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
574,K-ON!!: Keikaku!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx9734-JuSkbliwTGze.jpg,https://anilist.co/anime/9734/KON-Keikaku/,"['Comedy', 'Music', 'Slice of Life']",77,17276,OVA,1,Spring 2011,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
575,Macross Frontier: Sayonara no Tsubasa,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx7222-Po5bDoWwkK3z.jpg,https://anilist.co/anime/7222/Macross-Frontier-Sayonara-no-Tsubasa/,"['Action', 'Mecha', 'Music', 'Romance', 'Sci-Fi']",77,3630,Movie,1,Winter 2011,Finished,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
576,"Ginga Eiyuu Densetsu Gaiden: Senoku no Hoshi, Senoku no Hikari",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/n3371-rgefk9MUco58.png,https://anilist.co/anime/3371/Ginga-Eiyuu-Densetsu-Gaiden-Senoku-no-Hoshi-Senoku-no-Hikari/,"['Action', 'Sci-Fi']",77,3281,OVA,24,Fall 1998,Finished,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577,Ookiku Furikabutte,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx2159-edhh8oByLOFz.png,https://anilist.co/anime/2159/Ookiku-Furikabutte/,"['Comedy', 'Sports']",77,10767,TV Show,25,Spring 2007,Finished,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
578,Katekyo Hitman Reborn!,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx1604-H53bcO7VSWGU.png,https://anilist.co/anime/1604/Katekyo-Hitman-Reborn/,"['Action', 'Comedy']",77,40598,TV Show,203,2006 - 2010,Finished,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
579,Top wo Nerae! Gunbuster,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx949-LDCFxDufSwTQ.png,https://anilist.co/anime/949/Top-wo-Nerae-Gunbuster/,"['Action', 'Comedy', 'Drama', 'Mecha', 'Sci-Fi']",77,18654,OVA,6,Fall 1988,Finished,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
580,Suzumiya Haruhi no Yuuutsu,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx849-uXOftsjBDz2T.png,https://anilist.co/anime/849/Suzumiya-Haruhi-no-Yuuutsu/,"['Comedy', 'Mystery', 'Sci-Fi', 'Slice of Life', 'Supernatural']",77,83462,TV Show,14,Spring 2006,Finished,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
581,Hoozuki no Reitetsu 2,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx98438-DdWr6KxfD5v4.jpg,https://anilist.co/anime/98438/Hoozuki-no-Reitetsu-2/,"['Comedy', 'Fantasy', 'Supernatural']",77,5381,TV Show,13,Fall 2017,Finished,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
582,Gochuumon wa Usagi Desu ka?? Dear My Sister,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21813-hdHHU5PCF2V5.jpg,https://anilist.co/anime/21813/Gochuumon-wa-Usagi-Desu-ka-Dear-My-Sister/,"['Comedy', 'Slice of Life']",77,7038,Movie,1,Fall 2017,Finished,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
583,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b21803-BAQClgq6Q0DP.jpg,https://anilist.co/anime/21803/Kubikiri-Cycle-Aoiro-Savant-to-Zaregototsukai/,"['Drama', 'Mystery', 'Psychological', 'Romance', 'Supernatural']",77,17022,OVA,8,Fall 2016,Finished,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
584,Bungou Stray Dogs,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx21311-hAXyT8Yoh6G9.jpg,https://anilist.co/anime/21311/Bungou-Stray-Dogs/,"['Action', 'Comedy', 'Mystery', 'Supernatural']",77,108070,TV Show,12,Spring 2016,Finished,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
585,Nanatsu no Taizai,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20789-SsAI4pvvI9EU.jpg,https://anilist.co/anime/20789/Nanatsu-no-Taizai/,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy']",77,172844,TV Show,24,Fall 2014,Finished,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
586,Jormungand: Perfect Order,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx13331-YNyNmU1CfNK7.png,https://anilist.co/anime/13331/Jormungand-Perfect-Order/,"['Action', 'Adventure']",77,17736,TV Show,12,Fall 2012,Finished,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
