rank,name,link,img_link,Studios,Source,Genres,Popularity,Favorites,type,date,members,score,Watching,Completed,On-Hold,Dropped,Plan_to_Watch,Total,eps,Action,Military,Adventure,Comedy,Drama,Magic,Fantasy,Shounen,Thriller,Sci-Fi,Historical,Parody,Samurai,Super Power,Space,Mystery,Game,Seinen,Slice of Life,School,Romance,Supernatural,Vampire,Mecha,Sports,Psychological,Josei,Music,Horror,Police,Martial Arts,Demons,Shoujo,Dementia,Harem,Ecchi,Shounen Ai,Cars,Kids,Shoujo Ai
47,Howl no Ugoku Shiro,https://myanimelist.net/anime/431/Howl_no_Ugoku_Shiro,https://cdn.myanimelist.net/r/100x140/images/anime/5/75810.jpg?s=a6c1acf59965f7e50ac637d018a734f0,Studio Ghibli,Novel,"['Adventure', 'Drama', 'Fantasy', 'Romance']",97,16001,Movie,Nov 2004 - Nov 2004,773927,8.67,7997,690921,2141,900,75111,777070,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Kimetsu no Yaiba,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,https://cdn.myanimelist.net/r/100x140/images/anime/1286/99889.jpg?s=396996f14afe185d5eae4d93cc9fd6c7,ufotable,Manga,"['Action', 'Demons', 'Historical', 'Shounen', 'Supernatural']",36,41626,TV,Apr 2019 - Sep 2019,1163467,8.67,140730,862780,19978,16238,127606,1167332,26,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
49,Tengen Toppa Gurren Lagann,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,https://cdn.myanimelist.net/r/100x140/images/anime/4/5123.jpg?s=f9c94dd8af74f4a64e1b814391632263,Gainax,Original,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",38,65577,TV,Apr 2007 - Sep 2007,1148943,8.67,67480,768052,53665,39770,222995,1151962,27,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Ookami Kodomo no Ame to Yuki,https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki,https://cdn.myanimelist.net/r/100x140/images/anime/9/35721.jpg?s=8447e90edf5c69af409b8483f91a72e9,Studio Chizu,Original,"['Fantasy', 'Slice of Life']",163,9778,Movie,Jul 2012 - Jul 2012,577272,8.66,10892,420672,3160,1202,142648,578574,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Suzumiya Haruhi no Shoushitsu,https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu,https://cdn.myanimelist.net/r/100x140/images/anime/2/73842.jpg?s=8108757ed8c395b93e79653f7ebd6236,Kyoto Animation,Light novel,"['Comedy', 'Mystery', 'Romance', 'School', 'Sci-Fi', 'Supernatural']",234,11135,Movie,Feb 2010 - Feb 2010,465209,8.66,10729,310362,4642,3674,136616,466023,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Natsume Yuujinchou Roku,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku,https://cdn.myanimelist.net/r/100x140/images/anime/6/84416.jpg?s=a98aa65fd3b3ee0e3dca65b46ea34fb4,Shuka,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",1085,891,TV,Apr 2017 - Jun 2017,127030,8.66,7871,60419,2441,1503,54948,127182,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
53,Yakusoku no Neverland,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,https://cdn.myanimelist.net/r/100x140/images/anime/1125/96929.jpg?s=82c4f18a585cf1e2fcce8d3d157a8f30,CloverWorks,Manga,"['Sci-Fi', 'Mystery', 'Horror', 'Psychological', 'Thriller', 'Shounen']",70,24869,TV,Jan 2019 - Mar 2019,894947,8.65,69631,661829,15683,11381,139253,897777,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,Mushishi Zoku Shou: Suzu no Shizuku,https://myanimelist.net/anime/28957/Mushishi_Zoku_Shou__Suzu_no_Shizuku,https://cdn.myanimelist.net/r/100x140/images/anime/9/72689.jpg?s=a8f03ad75dc5bb045f9b92ea24f458b4,Artland,Manga,"['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']",1433,191,Movie,May 2015 - May 2015,91200,8.64,2508,48375,981,543,38928,91335,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Ping Pong the Animation,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,https://cdn.myanimelist.net/r/100x140/images/anime/10/58041.jpg?s=1baf7a3027bd98e6ca6c1dd9dcacea01,Tatsunoko Production,Manga,"['Drama', 'Psychological', 'Seinen', 'Sports']",542,10934,TV,Apr 2014 - Jun 2014,246496,8.63,10676,137087,6795,5382,87112,247052,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Violet Evergarden,https://myanimelist.net/anime/33352/Violet_Evergarden,https://cdn.myanimelist.net/r/100x140/images/anime/1795/95088.jpg?s=daeb3d4de08db6c56e879eba3de19c36,Kyoto Animation,Light novel,"['Slice of Life', 'Drama', 'Fantasy']",67,29751,TV,Jan 2018 - Apr 2018,917572,8.63,87014,534971,32396,30611,234873,919865,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,Death Note,https://myanimelist.net/anime/1535/Death_Note,https://cdn.myanimelist.net/r/100x140/images/anime/9/9453.jpg?s=c90aa06a7aeeb91285aab92508edd2a1,Madhouse,Manga,"['Mystery', 'Police', 'Psychological', 'Supernatural', 'Thriller', 'Shounen']",1,131537,TV,Oct 2006 - Jun 2007,2341800,8.62,107961,1951651,68137,74480,149584,2351813,37,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,https://cdn.myanimelist.net/r/100x140/images/anime/1572/95010.jpg?s=fa9d4dedc7ac3d11c20b7e24e35debef,David Production,Manga,"['Action', 'Adventure', 'Shounen']",238,18085,TV,Oct 2018 - Jul 2019,460662,8.62,63928,315758,8980,4925,68341,461932,39,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Kimetsu no Yaiba Movie: Mugen Ressha-hen,https://myanimelist.net/anime/40456/Kimetsu_no_Yaiba_Movie__Mugen_Ressha-hen,https://cdn.myanimelist.net/r/100x140/images/anime/1704/106947.jpg?s=4aa86a2d3328e85a384df4248126cfdb,ufotable,Manga,"['Action', 'Historical', 'Demons', 'Supernatural', 'Shounen']",535,2408,Movie,Oct 2020 - Oct 2020,249608,8.62,4746,4045,1347,143,239321,249602,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,Kizumonogatari II: Nekketsu-hen,https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,https://cdn.myanimelist.net/r/100x140/images/anime/8/80930.jpg?s=78f23e5244e5c776248e81c0e52b27c7,Shaft,Light novel,"['Action', 'Mystery', 'Supernatural', 'Vampire']",456,1662,Movie,Aug 2016 - Aug 2016,282556,8.62,5803,209713,1647,733,65209,283105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Tian Guan Ci Fu,https://myanimelist.net/anime/40730/Tian_Guan_Ci_Fu,https://cdn.myanimelist.net/r/100x140/images/anime/1319/109301.jpg?s=58f30189cbcbf749ba7d31cb91d38231,Haoliners Animation League,Novel,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama']",3559,832,ONA,Oct 2020 - Jan 2021,19911,8.61,7341,3,282,296,11975,19897,11,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Yojouhan Shinwa Taikei,https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,https://cdn.myanimelist.net/r/100x140/images/anime/10/50457.jpg?s=01c5c3fde66a2390a9df19b3c6554355,Madhouse,Novel,"['Mystery', 'Comedy', 'Psychological', 'Romance']",447,13680,TV,Apr 2010 - Jul 2010,287803,8.61,18371,108499,11038,6779,143833,288520,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,One Punch Man,https://myanimelist.net/anime/30276/One_Punch_Man,https://cdn.myanimelist.net/r/100x140/images/anime/12/76049.jpg?s=5fb4a855a3e5388ec29a68739bb1d835,Madhouse,Web manga,"['Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural']",5,51030,TV,Oct 2015 - Dec 2015,1924701,8.6,89816,1670774,27277,24137,117064,1929068,12,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Shouwa Genroku Rakugo Shinjuu,https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,https://cdn.myanimelist.net/r/100x140/images/anime/2/77907.jpg?s=f265e60838dd6010e19c74a0825089a3,Studio Deen,Manga,"['Drama', 'Historical', 'Josei']",634,4712,TV,Jan 2016 - Apr 2016,212569,8.6,16115,80705,9866,6667,99485,212838,13,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,https://myanimelist.net/anime/33049/Fate_stay_night_Movie__Heavens_Feel_-_II_Lost_Butterfly,https://cdn.myanimelist.net/r/100x140/images/anime/1974/98158.jpg?s=2e76d021502004094caeb7e8149a7a7b,ufotable,Visual novel,"['Action', 'Fantasy', 'Magic', 'Supernatural']",783,2323,Movie,Jan 2019 - Jan 2019,175159,8.6,4392,102237,1302,589,67194,175714,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Fate/Zero 2nd Season,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/8/41125.jpg?s=7ef836db925c68147d4e7e17439df52d,ufotable,Light novel,"['Action', 'Supernatural', 'Magic', 'Fantasy']",100,16115,TV,Apr 2012 - Jun 2012,759546,8.6,20202,611240,7740,4465,117596,761243,12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Hajime no Ippo: Rising,https://myanimelist.net/anime/19647/Hajime_no_Ippo__Rising,https://cdn.myanimelist.net/r/100x140/images/anime/6/56147.jpg?s=0811f5caface8e5ae0d6987776a45899,Madhouse,Manga,"['Comedy', 'Sports', 'Drama', 'Shounen']",838,965,TV,Oct 2013 - Mar 2014,165267,8.6,7599,122390,2718,1420,31448,165575,25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Kimi no Suizou wo Tabetai,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,https://cdn.myanimelist.net/r/100x140/images/anime/1768/93291.jpg?s=44eff1f7b3c25378ceaf04f5ccdd1f5d,Studio VOLN,Novel,['Drama'],341,8380,Movie,Sep 2018 - Sep 2018,356096,8.6,10363,236788,2202,814,107255,357422,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Natsume Yuujinchou San,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,https://cdn.myanimelist.net/r/100x140/images/anime/8/82394.jpg?s=f40400064283f68903948d1124df67a8,Brain's Base,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",704,1240,TV,Jul 2011 - Sep 2011,192055,8.6,7367,121104,3591,1897,58396,192355,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
70,Bakuman. 3rd Season,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/6/41845.jpg?s=d2b34780fb43e3d236a1704a18f0e61a,J.C.Staff,Manga,"['Comedy', 'Drama', 'Romance', 'Shounen']",511,2720,TV,Oct 2012 - Mar 2013,257548,8.59,8320,191785,4615,2593,50615,257928,25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Natsume Yuujinchou Go,https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,https://cdn.myanimelist.net/r/100x140/images/anime/11/81755.jpg?s=bf3caabaccd732425fcaf7a8c85a8ff9,Shuka,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",1071,662,TV,Oct 2016 - Dec 2016,128198,8.59,8626,68436,2650,1470,47181,128363,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
72,Mushishi: Hihamukage,https://myanimelist.net/anime/21329/Mushishi__Hihamukage,https://cdn.myanimelist.net/r/100x140/images/anime/10/59315.jpg?s=6b7d8b9ae27625a1e8068237b02917c1,Artland,Manga,"['Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen']",1317,162,Special,Jan 2014 - Jan 2014,100292,8.58,2144,66769,877,474,30199,100463,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1444/108005.jpg?s=533281b5ecbaa780e52ea20247ff5bdb,White Fox,Light novel,"['Psychological', 'Drama', 'Thriller', 'Fantasy']",211,8084,TV,Jul 2020 - Sep 2020,498304,8.58,112021,211634,6841,3192,164651,498339,13,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Sora yori mo Tooi Basho,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,https://cdn.myanimelist.net/r/100x140/images/anime/6/89879.jpg?s=d52640477aed96a4510bacbdab893f00,Madhouse,Original,"['Adventure', 'Comedy', 'Drama']",392,9476,TV,Jan 2018 - Mar 2018,316466,8.58,27174,154598,10313,6720,118095,316900,13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,https://myanimelist.net/anime/4565/Tengen_Toppa_Gurren_Lagann_Movie_2__Lagann-hen,https://cdn.myanimelist.net/r/100x140/images/anime/12/19698.jpg?s=ddc790a2d507b1c78a8038f1e9457beb,Gainax,Original,"['Action', 'Mecha', 'Sci-Fi', 'Space', 'Super Power']",853,965,Movie,Apr 2009 - Apr 2009,162257,8.57,3345,108410,1389,952,48500,162596,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Zoku Natsume Yuujinchou,https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou,https://cdn.myanimelist.net/r/100x140/images/anime/4/79738.jpg?s=05624f5c79024732b39c1d120c4b03e9,Brain's Base,Manga,"['Slice of Life', 'Demons', 'Supernatural', 'Drama', 'Shoujo']",700,1401,TV,Jan 2009 - Mar 2009,193259,8.57,6738,129245,3673,1600,52309,193565,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
77,Kara no Kyoukai 5: Mujun Rasen,https://myanimelist.net/anime/4282/Kara_no_Kyoukai_5__Mujun_Rasen,https://cdn.myanimelist.net/r/100x140/images/anime/8/9246.jpg?s=ad402e428ef8ed59e1e94a24f2f3546a,ufotable,Light novel,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Thriller']",756,3665,Movie,Aug 2008 - Aug 2008,181998,8.57,3217,130968,1599,643,45850,182277,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Haikyuu!!,https://myanimelist.net/anime/20583/Haikyuu,https://cdn.myanimelist.net/r/100x140/images/anime/7/76014.jpg?s=a80c94b3a8b26f1a21914d7d71ce36f3,Production I.G,Manga,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",56,48434,TV,Apr 2014 - Sep 2014,1025521,8.56,73841,773194,27126,17578,138282,1030021,25,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Ansatsu Kyoushitsu 2nd Season,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/8/77966.jpg?s=55ca544b2456b257e2e93daaa8eda499,Lerche,Manga,"['Action', 'Comedy', 'School', 'Shounen']",88,12950,TV,Jan 2016 - Jul 2016,798341,8.55,45229,619608,20626,12071,102941,800475,25,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Fruits Basket 2nd Season,https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season,https://cdn.myanimelist.net/r/100x140/images/anime/1486/106692.jpg?s=1180fb8b5a7dde0fab51ca606fc6c499,TMS Entertainment,Manga,"['Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",884,2127,TV,Apr 2020 - Sep 2020,156410,8.55,44295,47619,5337,2270,56883,156404,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
81,Kono Subarashii Sekai ni Shukufuku wo!: Kurenai Densetsu,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo__Kurenai_Densetsu,https://cdn.myanimelist.net/r/100x140/images/anime/1856/100031.jpg?s=4a9947543a628cd6ce4c41b049dffb2f,J.C.Staff,Light novel,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Parody', 'Supernatural']",348,3320,Movie,Aug 2019 - Aug 2019,349037,8.55,7883,251940,1936,1182,87163,350104,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,Aria the Origination,https://myanimelist.net/anime/3297/Aria_the_Origination,https://cdn.myanimelist.net/r/100x140/images/anime/6/77623.jpg?s=9699e94c5bfa7a5cbdb754401bf82b8a,Hal Film Maker,Manga,"['Sci-Fi', 'Slice of Life', 'Fantasy', 'Shounen']",1375,3544,TV,Jan 2008 - Apr 2008,94960,8.54,3584,30007,2424,2393,56714,95122,13,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Chihayafuru 3,https://myanimelist.net/anime/37379/Chihayafuru_3,https://cdn.myanimelist.net/r/100x140/images/anime/1590/102068.jpg?s=fb9de25413c0f44138a21abba1945e87,Madhouse,Manga,"['Game', 'Slice of Life', 'Sports', 'Drama', 'School', 'Josei']",1580,1060,TV,Oct 2019 - Mar 2020,80059,8.54,10055,34910,1933,962,32342,80202,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG,https://cdn.myanimelist.net/r/100x140/images/anime/11/51465.jpg?s=2d76bf68e45ad8b68113a8264cd9e5de,Production I.G,Manga,"['Action', 'Military', 'Sci-Fi', 'Mystery', 'Police', 'Mecha', 'Seinen']",729,2955,TV,Jan 2004 - Jan 2005,186810,8.54,7057,113136,5483,2080,59298,187054,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,Shingeki no Kyojin Season 3,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,https://cdn.myanimelist.net/r/100x140/images/anime/1173/92110.jpg?s=1b2dd0a9167d5b66356b4b52ec11753c,Wit Studio,Manga,"['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",61,10609,TV,Jul 2018 - Oct 2018,976358,8.54,58132,766768,10348,5829,138348,979425,12,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Violet Evergarden Movie,https://myanimelist.net/anime/37987/Violet_Evergarden_Movie,https://cdn.myanimelist.net/r/100x140/images/anime/1616/108909.jpg?s=2718ae89492f30cc66981645b13ac0e5,Kyoto Animation,Light novel,"['Slice of Life', 'Drama', 'Fantasy']",916,619,Movie,Sep 2020 - Sep 2020,150240,8.54,2333,5738,1003,129,141052,150255,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Slam Dunk,https://myanimelist.net/anime/170/Slam_Dunk,https://cdn.myanimelist.net/r/100x140/images/anime/12/86890.jpg?s=68c1248de6c3a3ad77c5adccbdc280dc,Toei Animation,Manga,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",732,5084,TV,Oct 1993 - Mar 1996,186394,8.53,14285,102221,11397,7445,51720,187068,101,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Uchuu Kyoudai,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,https://cdn.myanimelist.net/r/100x140/images/anime/7/37573.jpg?s=a125b840582de7f7aaf221e7dd2ac32c,A-1 Pictures,Manga,"['Comedy', 'Sci-Fi', 'Seinen', 'Slice of Life', 'Space']",975,3305,TV,Apr 2012 - Mar 2014,143418,8.53,16259,35722,12615,6707,72391,143694,99,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Gintama.: Porori-hen,https://myanimelist.net/anime/35843/Gintama__Porori-hen,https://cdn.myanimelist.net/r/100x140/images/anime/11/88325.jpg?s=0a3faa89ca4d394efd1050c7202def94,Bandai Namco Pictures,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",1185,846,TV,Oct 2017 - Dec 2017,115851,8.53,7847,71984,2051,1154,33029,116065,13,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Gintama Movie 1: Shinyaku Benizakura-hen,https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen,https://cdn.myanimelist.net/r/100x140/images/anime/4/28803.jpg?s=61899db8938b420c56efdf3865373deb,Sunrise,Manga,"['Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen']",1235,508,Movie,Apr 2010 - Apr 2010,109138,8.52,1679,84004,782,600,22359,109424,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,https://cdn.myanimelist.net/r/100x140/images/anime/3/79156.jpg?s=096d28b5807d497227e2090619e33bbd,David Production,Manga,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Shounen']",177,21210,TV,Apr 2016 - Dec 2016,551604,8.52,41067,433517,9817,5570,63359,553330,39,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Rainbow: Nisha Rokubou no Shichinin,https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin,https://cdn.myanimelist.net/r/100x140/images/anime/9/72697.jpg?s=76f7fb906596b6afd179488a6ab62d69,Madhouse,Manga,"['Drama', 'Historical', 'Seinen', 'Thriller']",443,7060,TV,Apr 2010 - Sep 2010,288619,8.52,20169,129139,15432,11662,112878,289280,26,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Steins;Gate 0,https://myanimelist.net/anime/30484/Steins_Gate_0,https://cdn.myanimelist.net/r/100x140/images/anime/1375/93521.jpg?s=6635226aadd95fb36b3b5926402481d6,White Fox,Visual novel,"['Sci-Fi', 'Thriller']",184,8295,TV,Apr 2018 - Sep 2018,542443,8.52,59975,262582,18436,11412,191097,543502,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
